name,affiliation,country,dept,year,homepage
Vineeth N Balasubramanian ,IIT Hyderabad,australasia,#N/A,#N/A,http://www.iith.ac.in/~vineethnb/
Vineeth N. Balasubramanian ,IIT Hyderabad,australasia,#N/A,#N/A,http://www.iith.ac.in/~vineethnb/
Vineeth Nallure Balasubramanian ,IIT Hyderabad,australasia,ai,2011,http://www.iith.ac.in/~vineethnb/
Ajai Jain ,IIT Kanpur,australasia,#N/A,#N/A,http://www.iitk.ac.in/new/dr-ajai-jain/
Amey Karkare ,IIT Kanpur,australasia,ai,2013,http://www.cse.iitk.ac.in/users/karkare/
Amitabha Mukerjee ,IIT Kanpur,australasia,ai,1990,http://www.cse.iitk.ac.in/users/amit/
Anil Seth ,IIT Kanpur,australasia,log,1992,https://www.cse.iitk.ac.in/users/seth/
Arnab Bhattacharya 0001 ,IIT Kanpur,australasia,comm,2015,http://www.iitk.ac.in/new/arnab-bhattacharya/
Dheeraj Sanghi ,IIT Kanpur,australasia,comm,1992,http://www.cse.iitk.ac.in/users/dheeraj/
Gaurav Sharma 0004 ,IIT Kanpur,australasia,vision,2012,http://www.grvsharma.com/
Harish Karnick ,IIT Kanpur,australasia,mlmining,2013,http://www.iitk.ac.in/new/dr-harish-karnick/
Indranil Saha ,IIT Kanpur,australasia,bed,2009,http://cse.iitk.ac.in/users/isaha/
Mainak Chaudhuri ,IIT Kanpur,australasia,arch,2004,https://www.cse.iitk.ac.in/users/mainakc/
Manindra Agrawal ,IIT Kanpur,australasia,act,1996,http://www.cse.iitk.ac.in/users/manindra/
Medha Atre ,IIT Kanpur,australasia,ir,2010,http://www.cse.iitk.ac.in/users/atrem/
Nisheeth Srivastava ,IIT Kanpur,australasia,mlmining,2012,http://www.iitk.ac.in/new/nisheeth-srivastava/
Nitin Saxena ,IIT Kanpur,australasia,act,2010,http://www.cse.iitk.ac.in/users/nitin/
Phalguni Gupta ,IIT Kanpur,australasia,#N/A,#N/A,http://www.cse.iitk.ac.in/users/pg/
Piyush P Kurur ,IIT Kanpur,australasia,#N/A,#N/A,http://www.cse.iitk.ac.in/users/ppk/
Piyush Rai ,IIT Kanpur,australasia,ai,2009,http://cse.iitk.ac.in/users/piyush/
Purushottam Kar ,IIT Kanpur,australasia,ai,2017,http://www.cse.iitk.ac.in/users/purushot/
Raghunath Tewari ,IIT Kanpur,australasia,#N/A,#N/A,http://www.cse.iitk.ac.in/users/rtewari/
Rajat Mittal ,IIT Kanpur,australasia,act,2011,http://www.cse.iitk.ac.in/users/rmittal/
Rajat Moona ,IIT Kanpur,australasia,#N/A,#N/A,http://www.cse.iitk.ac.in/users/moona/
Ratan K. Ghosh ,IIT Kanpur,australasia,#N/A,#N/A,http://www.iitk.ac.in/new/dr-r-k-ghosh/
Sandeep K. Shukla ,IIT Kanpur,australasia,act,2003,http://www.cse.iitk.ac.in/users/sandeeps/
Sandeep Kumar Shukla ,IIT Kanpur,australasia,#N/A,#N/A,http://www.cse.iitk.ac.in/users/sandeeps/
Sanjeev Saxena ,IIT Kanpur,australasia,#N/A,#N/A,http://www.iitk.ac.in/new/dr-sanjeev-saxena/
Satyadev Nandakumar ,IIT Kanpur,australasia,act,2008,http://www.cse.iitk.ac.in/users/satyadev/
Shashank K. Mehta ,IIT Kanpur,australasia,log,2008,http://www.iitk.ac.in/new/dr-shashank-k-mehta/
Somenath Biswas ,IIT Kanpur,australasia,act,1999,http://www.iitk.ac.in/new/dr-somenath-biswas/
Subhajit Roy ,IIT Kanpur,australasia,soft,2016,http://www.cse.iitk.ac.in/users/subhajit/
Sumit Ganguly ,IIT Kanpur,australasia,act,2006,http://www.cse.iitk.ac.in/users/sganguly/
Sunil Easaw Simon ,IIT Kanpur,australasia,#N/A,#N/A,http://www.iitk.ac.in/new/dr-sunil-easaw-simon/
Sunil Simon ,IIT Kanpur,australasia,ai,2016,http://www.cse.iitk.ac.in/users/simon/
Surender Baswana ,IIT Kanpur,australasia,act,2002,http://www.cse.iitk.ac.in/users/sbaswana/
T. V. Prabhakar ,IIT Kanpur,australasia,mod,1984,http://www.cse.iitk.ac.in/users/tvp/
Vinay P. Namboodiri ,IIT Kanpur,australasia,ai,2017,http://www.cse.iitk.ac.in/users/vinaypn/
Abhijit Das ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~abhij/
Ajit Pal ,IIT Kharagpur,australasia,#N/A,#N/A,http://www.facweb.iitkgp.ernet.in/~apal/
Animesh Mukherjee ,IIT Kharagpur,australasia,mlmining,2014,http://cse.iitkgp.ac.in/~animeshm/
Anupam Basu ,IIT Kharagpur,australasia,hpc,1991,http://cse.iitkgp.ac.in/~debmalya/AB_website/
Arobinda Gupta ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~agupta/
Bivas Mitra ,IIT Kharagpur,australasia,chi,2015,http://cse.iitkgp.ac.in/~bivasm/
Chitta Mandal ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~chitta/
Chittaranjan A. Mandal ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~chitta/
Chittaranjan Mandal ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~chitta/
Debasis Samanta ,IIT Kharagpur,australasia,#N/A,#N/A,http://www.nid.iitkgp.ernet.in/dsamanta/
Debdeep Mukhopadhyay ,IIT Kharagpur,australasia,da,2013,http://cse.iitkgp.ac.in/~debdeep/
Dipankar Sarkar ,IIT Kharagpur,australasia,#N/A,#N/A,https://en-gb.facebook.com/public/Dipankar-Sarkar/
Dipanwita Roy Chowdhury ,IIT Kharagpur,australasia,#N/A,#N/A,http://www.facweb.iitkgp.ernet.in/~drc/
Indranil Sengupta 0001 ,IIT Kharagpur,australasia,da,2013,http://www.facweb.iitkgp.ernet.in/~isg/
Jayanta Mukherjee 0001 ,IIT Kharagpur,australasia,#N/A,#N/A,http://dblp2.uni-trier.de/pers/hd/m/Mukhopadhyay:Jayanta/
Jayanta Mukhopadhyay ,IIT Kharagpur,australasia,#N/A,#N/A,http://www.facweb.iitkgp.ernet.in/~jay/
K. Sreenivas Rao ,IIT Kharagpur,australasia,#N/A,#N/A,http://sit.iitkgp.ernet.in/~ksrao/
K. Sreenivasa Rao ,IIT Kharagpur,australasia,#N/A,#N/A,http://sit.iitkgp.ernet.in/~ksrao/
Krothapalli S. Rao ,IIT Kharagpur,australasia,#N/A,#N/A,http://sit.iitkgp.ernet.in/~ksrao/
Krothapalli Sreenivasa Rao ,IIT Kharagpur,australasia,#N/A,#N/A,http://sit.iitkgp.ernet.in/~ksrao/
Niloy Ganguly ,IIT Kharagpur,australasia,chi,2015,http://www.facweb.iitkgp.ernet.in/~niloy/
P. P. Chakrabarti ,IIT Kharagpur,australasia,ai,2007,http://cse.iitkgp.ac.in/~ppchak/
Pabitra Mitra ,IIT Kharagpur,australasia,nlp,2008,http://cse.iitkgp.ac.in/~pabitra/
Pallab Dasgupta ,IIT Kharagpur,australasia,da,2004,http://cse.iitkgp.ac.in/~pallab/
Partha Bhowmick ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~pb/
Partha Pratim Chakrabarti ,IIT Kharagpur,australasia,da,2014,http://cse.iitkgp.ac.in/~ppchak/
Partha Pratim Das ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~ppd/
Pawan Goyal ,IIT Kharagpur,australasia,bed,1998,http://cse.iitkgp.ac.in/~pawang/
Pralay Mitra ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~pralay/
Rajat Subhra Chakraborty ,IIT Kharagpur,australasia,#N/A,#N/A,https://www.facebook.com/public/Rajat-Subhra-Chakraborty/
Rajeev Kumar ,IIT Kharagpur,australasia,ai,2007,http://cse.iitkgp.ac.in/~rkumar/
Rajib Mall ,IIT Kharagpur,australasia,#N/A,#N/A,http://iitkgp.academia.edu/RajibMall/
Rao Sreenivasa Krothapalli ,IIT Kharagpur,australasia,#N/A,#N/A,http://sit.iitkgp.ernet.in/~ksrao/
Rogers Mathew ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~rogers/
Sandip Chakraborty ,IIT Kharagpur,australasia,comm,2016,http://cse.iitkgp.ac.in/~sandipc/
Shamik Sural ,IIT Kharagpur,australasia,#N/A,#N/A,http://www.facweb.iitkgp.ernet.in/~shamik/
Soumya K. Ghosh ,IIT Kharagpur,australasia,#N/A,#N/A,http://www.facweb.iitkgp.ernet.in/~skg/
Soumya Kanti Ghosh 0001 ,IIT Kharagpur,australasia,#N/A,#N/A,http://www.facweb.iitkgp.ernet.in/~skg/
Soumyajit Dey ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~soumya/
Sourangshu Bhattacharya ,IIT Kharagpur,australasia,mlmining,2007,http://cse.iitkgp.ac.in/~sourangshu/
Sudebkumar Prasant Pal ,IIT Kharagpur,australasia,#N/A,#N/A,http://www.facweb.iitkgp.ernet.in/~spp/
Sudeshna Sarkar ,IIT Kharagpur,australasia,nlp,2007,http://www.facweb.iitkgp.ernet.in/~sudeshna/
Sudip Mishra ,IIT Kharagpur,australasia,#N/A,#N/A,http://cse.iitkgp.ac.in/~smisra/awards.html/
Sujoy Ghose ,IIT Kharagpur,australasia,comm,2010,http://www.myopencourses.com/profile/prof-sujoy-ghosh/
Anurag Mittal ,IIT Madras,australasia,mlmining,2016,http://www.cse.iitm.ac.in/~amittal/
Aritra Hazra ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~aritrah/
B. V. Raghavendra Rao ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~bvrr/
Balaraman Ravindran ,IIT Madras,australasia,ai,2003,http://www.cse.iitm.ac.in/~ravi/
C. Chandra Sekhar ,IIT Madras,australasia,#N/A,#N/A,https://www.iitm.ac.in/info/fac/cchandra/
C. Pandu Rangan ,IIT Madras,australasia,act,2008,http://www.cse.iitm.ac.in/~rangan/
C. Siva Ram Murthy ,IIT Madras,australasia,comm,1999,http://www.cse.iitm.ac.in/~murthy/
Chandrasekaran Pandu Rangan ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~rangan/
Chebiyyam Siva Ram Murthy ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~murthy/
Chellu Chandra Sekhar ,IIT Madras,australasia,#N/A,#N/A,https://www.iitm.ac.in/info/fac/cchandra/
Chester Rebeiro ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~chester/
D. Janaki Ram ,IIT Madras,australasia,mod,1996,http://dos.iitm.ac.in/djwebsite/
D. Janakiram ,IIT Madras,australasia,#N/A,#N/A,http://dos.iitm.ac.in/djwebsite/
Deepak Khemani ,IIT Madras,australasia,ai,2016,http://aidblab.cse.iitm.ac.in/khemani/
Dharanipragada Janakiram ,IIT Madras,australasia,#N/A,#N/A,http://dos.iitm.ac.in/djwebsite/
Hema A. Murthy ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~hema/
Janakiram Dharanipragada ,IIT Madras,australasia,#N/A,#N/A,http://dos.iitm.ac.in/djwebsite/
Jayalal Sarma ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~jayalal/
John Augustine ,IIT Madras,australasia,act,2004,https://www.iitm.ac.in/info/fac/augustine/
Krishna M. Sivalingam ,IIT Madras,australasia,comm,1992,http://www.cse.iitm.ac.in/~skrishnam/
Madhu Mutyam ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~madhu/
Meghana Nasre ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~meghana/
Mitesh M. Khapra ,IIT Madras,australasia,ai,2010,http://www.cse.iitm.ac.in/~miteshk/
N. S. Narayanaswamy ,IIT Madras,australasia,#N/A,#N/A,https://www.iitm.ac.in/info/fac/swamy/
P. Sreenivasa Kumar ,IIT Madras,australasia,ai,2016,http://www.cse.iitm.ac.in/~psk/
Prashanth L. A. ,IIT Madras,australasia,ai,2015,http://www.cse.iitm.ac.in/~prashla/
Prashanth Lakshmanrao Ananthapadmanabharao ,IIT Madras,australasia,#N/A,#N/A,http://apm.iitm.ac.in/smlab/clr/
Rajsekar Manokaran ,IIT Madras,australasia,act,2008,http://www.cse.iitm.ac.in/~rajsekar/
Rupesh Nasre ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~rupesh/
Shweta Agrawal ,IIT Madras,australasia,bed,2004,http://www.cse.iitm.ac.in/~shwetaag/
Sukhendu Das ,IIT Madras,australasia,#N/A,#N/A,http://www.cse.iitm.ac.in/~sdas/
Sutanu Chakraborti ,IIT Madras,australasia,ai,2007,http://www.cse.iitm.ac.in/~sutanuc/
Timothy A. Gonsalves ,IIT Madras,australasia,metrics,1985,http://www.cse.iitm.ac.in/~tag/
V. Kamakoti ,IIT Madras,australasia,#N/A,#N/A,http://rise.cse.iitm.ac.in/people/faculty/kama/kama.html/
V. Krishna Nandivada ,IIT Madras,australasia,hpc,2009,http://www.cse.iitm.ac.in/~krishna/
Balasubramanian Raman ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Balasubramanian_R_.html/
Biplab Banerjee ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/People+Biplab_Banerjee.html/
Dhaval Patel ,IIT Roorkee,australasia,ai,2015,http://faculty.iitr.ac.in/~patelfec/
Durga Toshniwal ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+Durga_Toshniwal.html/
Manoj Misra ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+manojfec.html/
P. Sateesh Kumar ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+drpskfec.html/
Partha Pratim Roy ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+Partha_Pratim_Roy.html/
Rajdeep Niyogi ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+rajdpfec.html/
Raman Balasubramanian ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Balasubramanian_R_.html/
Ranita Biswas ,IIT Roorkee,australasia,#N/A,#N/A,http://faculty.iitr.ac.in/~ranitafcs/
Sandeep Kumar ,IIT Roorkee,australasia,soft,2011,http://www.iitr.ac.in/departments/CSE/pages/People+Faculty+sgargfec.html/
Subhankar Mishra ,IIT Roorkee,australasia,comm,2015,http://faculty.iitr.ac.in/~smishrafcs/
Sudip Roy 0001 ,IIT Roorkee,australasia,da,2014,http://www.iitr.ac.in/departments/CSE/pages/People+Sudip_Roy.html/
Sugata Gangopadhyay ,IIT Roorkee,australasia,#N/A,#N/A,http://www.iitr.ac.in/departments/CSE/pages/Home+Departments_and_Centres+Mathematics+People+Faculty+Gangopadhyay_Sugata.html/
Vaskar Raychoudhury ,IIT Roorkee,australasia,#N/A,#N/A,http://faculty.iitr.ac.in/~vaskafec/
Aleksandar Nanevski ,IMDEA Software Institute,europe,log,2013,http://software.imdea.org/~aleks/
Alessandra Gorla ,IMDEA Software Institute,europe,soft,2010,http://software.imdea.org/~alessandra.gorla/
Alexey Gotsman ,IMDEA Software Institute,europe,plan,2007,http://software.imdea.org/~gotsman/
Benedikt Schmidt ,IMDEA Software Institute,europe,crypt,2014,http://software.imdea.org/people/benedikt.schmidt/
Boris KÌ¦pf ,IMDEA Software Institute,europe,log,2012,http://software.imdea.org/~bkoepf/
Carmela Troncoso ,IMDEA Software Institute,europe,sec,2009,https://software.imdea.org/people/carmela.troncoso/
CÌ©sar SÌÁnchez ,IMDEA Software Institute,europe,bed,2003,http://software.imdea.org/~cesar/
Dario Fiore ,IMDEA Software Institute,europe,crypt,2008,http://www.dariofiore.it/
Gilles Barthe ,IMDEA Software Institute,europe,crypt,2011,http://software.imdea.org/people/gilles.barthe/
JosÌ© F. Morales ,IMDEA Software Institute,europe,log,2016,http://software.imdea.org/people/josef.morales/
Juan Caballero ,IMDEA Software Institute,europe,metrics,2014,http://software.imdea.org/people/juan.caballero/
Manuel Carro ,IMDEA Software Institute,europe,#N/A,#N/A,http://software.imdea.org/people/manuel.carro/
Manuel V. Hermenegildo ,IMDEA Software Institute,europe,plan,1990,http://software.imdea.org/people/manuel.hermenegildo/
Pedro LÌ_pez-GarcÌ_a 0001 ,IMDEA Software Institute,europe,#N/A,#N/A,http://software.imdea.org/people/pedro.lopez/
Pierre Ganty ,IMDEA Software Institute,europe,log,2010,http://software.imdea.org/people/pierre.ganty/
Anna Kicheva ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/kicheva-group/
Beatriz Vicoso ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/vicoso-group/
Bernd Bickel ,IST Austria,europe,chi,2016,https://ist.ac.at/research/research-groups/bickel-group/
BjÌ¦rn Hof ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/hof-group/
Calin C. Guet ,IST Austria,europe,log,2012,https://ist.ac.at/research/research-groups/guet-group/
Carl-Philipp Heisenberg ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/heisenberg-group/
Caroline Uhler ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/uhler-group/
Chris Wojtan ,IST Austria,europe,graph,2012,http://pub.ist.ac.at/group_wojtan/
Christoph H. Lampert ,IST Austria,europe,mlmining,2011,http://ist.ac.at/~chl/
Christopher Wojtan ,IST Austria,europe,graph,2007,http://pub.ist.ac.at/group_wojtan/
Dan Alistarh ,IST Austria,europe,act,2011,https://ist.ac.at/research/research-groups/alistarh-group/
Daria Siekhaus ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/siekhaus-group/
Eva Benkova ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/benkova-group/
Gaia Novarino ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/novarino-group/
Gasper Tkacik ,IST Austria,europe,mlmining,2016,http://wp.ist.ac.at/group_tkacik/
Georg Danzl ,IST Austria,europe,#N/A,#N/A,http://ist.ac.at/research/physical-sciences/danzl-group/
Georgios Katsaros ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/katsaros-group/
Harald Janovjak ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/janovjak-group/
Herbert Edelsbrunner ,IST Austria,europe,act,1983,https://ist.ac.at/research/research-groups/edelsbrunner-group/
Jan Maas ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/maas-group/
Jiri Friml ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/friml-group/
Johannes Fink ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/fink-group/
Jonathan P. Bollback ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/bollback-group/
Jozsef Csicsvari ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/csicsvari-group/
Julian Fischer ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/fischer-group/
Krishnendu Chatterjee ,IST Austria,europe,act,2004,http://pub.ist.ac.at/~kchatterjee/
Krzysztof Pietrzak ,IST Austria,europe,act,2007,https://ist.ac.at/research/research-groups/pietrzak-group/
Laszlo ErdÌ¦s ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/erdoes-group/
Leonid Sazanov ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/sazanov-group/
Maksim Serbyn ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/physical_sciences/
Martin Loose ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/loose-group/
Maximilian JÌ¦sch ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/joesch-group/
Michael Sixt ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/sixt-group/
Mikhail Lemeshko ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/lemeshko-group/
Nick Barton ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/barton-group/
Peter Jonas ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/jonas-group/
Peter Krogstrup ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/krogstrup-group/
Robert Seiringer ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/seiringer-group/
Ryuichi Shigemoto ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/shigemoto-group/
Sandra Siegert ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/siegert-group/
Simon Hippenmeyer ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/hippenmeyer-group/
Sylvia Cremer ,IST Austria,europe,#N/A,#N/A,http://ist.ac.at/research/research-groups/cremer-group/
Tamas Hausel ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/hausel-group/
Thomas A. Henzinger ,IST Austria,europe,act,1989,http://pub.ist.ac.at/~tah/
Tobias Bollenbach ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/bollenbach-group/
Uli Wagner ,IST Austria,europe,#N/A,#N/A,https://ist.ac.at/research/research-groups/wagner-group/
Vladimir Kolmogorov ,IST Austria,europe,act,2012,http://pub.ist.ac.at/~vnk/
Alessandro Bruni ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/alessandro-bruni(5c50bbc9-ed3d-417f-ba4d-e484eaf536b3).html
Andres Faina ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/andres-faina(7dd48cfe-3069-4563-bef4-ef661c18387a).html
Andrzej Wasowski ,IT University of Copenhagen,europe,ai,2007,http://www.itu.dk/people/wasowski/
BjÌ¦rn ThÌ_r JÌ_nsson ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/bjoern-thor-jonsson(bd52cb95-025e-4106-9c13-1345c76dcbfe).html
Carsten SchÌ_rmann ,IT University of Copenhagen,europe,log,2008,https://www.itu.dk/people/carsten/
Claus Brabrand ,IT University of Copenhagen,europe,plan,2013,http://itu.dk/people/brabrand/
Dan Witzner Hansen ,IT University of Copenhagen,europe,chi,2012,https://pure.itu.dk/portal/en/persons/dan-witzner-hansen(5ad9c220-e37f-443a-8a31-fc4abf365db5).html
Jes Frellsen ,IT University of Copenhagen,europe,ai,2017,https://pure.itu.dk/portal/en/persons/jes-frellsen(34a5f668-6dc6-4317-b63e-a4a075b0292e).html
Jesper Bengtson ,IT University of Copenhagen,europe,log,2009,http://www.itu.dk/people/jebe/
Kasper StÌüy ,IT University of Copenhagen,europe,robotics,2001,https://pure.itu.dk/portal/en/persons/kasper-stoey(2a9c0934-98ca-4101-b829-b88d77f6487e).html
Marco Carbone ,IT University of Copenhagen,europe,plan,2008,https://pure.itu.dk/portal/en/persons/marco-carbone(9027b41a-4159-4db7-9ddd-8fc8f41f1fb3).html
Natalie Schluter ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/natalie-elaine-schluter(879e7ac4-e64c-4c5f-9591-421e56cd0678).html
Paolo Tell ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/paolo-tell(2b8ff3a4-e9b0-403d-8bd8-1bf26121c234)/publications.html
Patrick Bahr ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/patrick-bahr(5e271e6a-7a91-47bd-9f12-3b73f4e0d7ac).html
Peter Sestoft ,IT University of Copenhagen,europe,#N/A,#N/A,http://www.itu.dk/people/sestoft/
Philippe Bonnet ,IT University of Copenhagen,europe,mobile,2003,http://www.itu.dk/people/phbo/
Rasmus Ejlers MÌügelberg ,IT University of Copenhagen,europe,log,2007,http://www.itu.dk/people/mogel/
Rasmus Pagh ,IT University of Copenhagen,europe,act,2000,https://www.itu.dk/people/pagh/
Riko Jacob ,IT University of Copenhagen,europe,act,2002,https://pure.itu.dk/portal/en/persons/riko-jacob(e6f70fb0-caf1-4736-b583-b0777bc1390f).html
Rune MÌüller Jensen ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/rune-moeller-jensen(4d7fda5a-3cf4-4d39-9daf-1ae192b0e0e7).html
SÌüren Debois ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/soeren-debois(d3b41838-e2bf-4735-b1cd-03f60b49c7e5).html
SÌüren Lauesen ,IT University of Copenhagen,europe,#N/A,#N/A,https://pure.itu.dk/portal/en/persons/soeren-lauesen(ea6d10cf-6bb5-4414-8966-f1ed2591f794).html
